marker,complexity,velocity,llm_score,llm_category
software,3.3803774431071294,0.0516940419711568,3.0,simple
housing,3.706574859128123,0.0538553389854805,4.0,simple
air,3.0998942756870678,0.0494526344549365,2.0,simple
feature_policy_scope,2.920086392694428,0.0992560685813357,5.0,complex
industrials_sector,5.1383913994645,0.0379302144768952,4.0,simple
plants,4.647212440235732,0.041310877656928,3.0,simple
tourism,4.603128648362513,0.0194550462026778,3.0,simple
sustainability,5.874364798670273,0.0285893299557621,6.0,complex
semiconductors,5.321476650515828,0.0216686258603446,7.0,complex
gasoline,5.587138964013309,0.021584299016243,3.0,simple
machine_learning,8.671398340059916,0.0093071537834925,6.0,complex
feature_type_of_violence,4.39045542235593,0.024925328579548,5.0,complex
resilience,5.56158405076747,0.0221096552549959,5.0,complex
labor_force,6.006123081900839,0.0197636824520897,4.0,simple
product_launch,5.382172563353989,0.0232657762876287,4.0,simple
railroads,6.796512895088847,0.0141264329238983,4.0,simple
flood,8.30378537691449,0.0112399250503009,3.0,simple
concrete,21.60430982099842,0.0032980228728131,3.0,simple
research_and_development,7.51248841607794,0.0153112250835257,6.0,complex
aerospace_defense,10.36744015777181,0.0085718237029266,7.0,complex
personal_computer,9.12395933815212,0.0087379475858067,4.0,simple
consumer_electronics,8.235710758159824,0.0121371626715418,4.0,simple
biomass,34.75269900964376,0.0019892702523565,4.0,simple
subsidy,3.7911202344997386,0.0295649915420175,4.0,simple
technology_hardware_equipment,11.95523295047878,0.0067655427022705,5.0,complex
electrical_cable,8.776060310469026,0.0092531846032674,3.0,simple
machinery,15.01128452747714,0.006364146924347,4.0,simple
lighting,12.46811627164728,0.0062865662277735,3.0,simple
tank,10.35018164976806,0.0072470489820906,4.0,simple
enterprise_server,13.652442965864749,0.0052366970187087,4.0,simple
geopolitical_fragmentation,13.282115772305271,0.0055318409730643,7.0,complex
nuclear_power,17.340411943492565,0.0042315210370177,6.0,complex
public_transit,16.051762776628898,0.0044819717639995,4.0,simple
generator,15.099502688027584,0.0054340218339064,3.0,simple
waste_disposal_services,28.796587035581663,0.0024100612044234,4.0,simple
air_quality,16.294007964100793,0.0042534460164842,4.0,simple
olympics,11.655253551624684,0.0054787150612803,3.0,simple
brokerage,16.897366997047445,0.00419188742029,4.0,simple
solar_panels,24.099069336899248,0.002866269431013,5.0,complex
urban_development,18.45280122580764,0.0044355919997436,5.0,complex
earthquake,20.590863157721003,0.0035636524317332,3.0,simple
natural_disaster,12.765284780378757,0.0064594362581818,3.0,simple
office_building,18.414762774573383,0.0039237280560469,4.0,simple
3d_printer,57.0489864547874,0.001061674967239,4.0,simple
government_spending,12.234516020672196,0.0056566447023346,5.0,complex
insulation,19.284647400515425,0.0035138995937132,3.0,simple
geothermal,59.56593387296633,0.0010954057048796,5.0,complex
percentage_shares_owned,13.538228466010723,0.0054002910962658,4.0,simple
professional_services,18.20636359456255,0.0027279734066864,4.0,simple
public_works,12.526206470837444,0.0053960747540607,4.0,simple
homebuilding,30.29002673617297,0.0022970632333273,4.0,simple
carbon_neutrality,42.09500442537439,0.001806281000656,6.0,complex
condominium,39.179639823518976,0.0017177378143493,4.0,simple
crane,27.424261664547966,0.0023982554462492,4.0,simple
green_construction,69.37619628653933,0.0009225356744713,5.0,complex
elevators,40.52348933876864,0.0016334109702478,4.0,simple
construction_engineering,48.29150035356192,0.0014968014828032,5.0,complex
public_private_partnership,23.21287677129666,0.0028603665519259,5.0,complex
urban_planning,45.61486842607277,0.0014074150280555,5.0,complex
industrial_machinery,48.32647327525615,0.0013062228151336,5.0,complex
optical_fiber_connector,91.5523191827883,0.0006619657261974,4.0,simple
green_energy_project,42.839353197383865,0.0014639140136036,5.0,complex
electrical_equipment,59.40462487398283,0.0011628671801609,4.0,simple
worker_shortage,32.497999372883235,0.0019572260515979,4.0,simple
property_management,66.17703078553829,0.000956266412112,4.0,simple
single_family_home,51.49719500037619,0.0012480372927035,4.0,simple
construction_equipment,131.986613364776,0.0004739168638509,4.0,simple
property_rights,98.55363818963978,0.0006198023041466,4.0,simple
