marker,complexity,velocity,llm_score,llm_category
macroeconomy,1.7216588915331608,0.3033093226699228,5.0,complex
energy_sector,2.4882384477620336,0.1506431608399628,6.0,complex
usage,1.9965753491356704,0.2131310388561232,2.0,simple
production,2.1051907038114592,0.2244485446029976,4.0,intermediate
project,2.0292786717497107,0.2149853861579171,3.0,simple
government,1.7660368984510608,0.168630919955273,4.0,intermediate
feature_newness,2.0785318258333345,0.2335465678131182,3.0,simple
prices,2.8014547075001746,0.1454005609421669,3.0,simple
risk,2.315952397797123,0.1618383926628899,4.0,intermediate
investment,2.7844933735096093,0.1469319364310518,4.0,intermediate
development,2.5307758970736685,0.1520387701098441,4.0,intermediate
feature_context,2.647560230573352,0.1593591834463032,3.0,simple
product_design,2.3692969632555774,0.1205747380386588,4.0,intermediate
agricultural_products,2.620588533834377,0.0465028814482629,3.0,simple
goal,2.3054733252272155,0.1324100106083169,3.0,simple
market,2.904632873849557,0.1200502250683469,4.0,intermediate
plan,2.5948688907788147,0.1282973904214824,3.0,simple
partnership,2.366428515683113,0.1135646474884936,4.0,intermediate
employees,2.5797918278883056,0.0940067225360117,3.0,simple
projects,2.9974717823483226,0.1009586275637468,3.0,simple
deal,2.530130772307213,0.105476016602269,4.0,intermediate
revenue,3.472369872158237,0.0769743865643725,3.0,simple
opportunity,2.32995090857467,0.1341336513017535,3.0,simple
review,2.7382597767720105,0.0945700258546104,3.0,simple
culture,2.324436174799814,0.0499366705400797,4.0,intermediate
innovation,2.853084807803576,0.0695021849085306,4.0,intermediate
feature_public_or_private,2.537822333365065,0.1097994538993575,3.0,simple
expenses,3.28274030846493,0.0895525786305657,3.0,simple
materials_sector,5.099675042800526,0.0376409734016268,4.0,intermediate
employment,2.277927812207338,0.0788354800136946,3.0,simple
construction,3.4390912621887915,0.0532228876547186,4.0,intermediate
management,3.246698972223016,0.0864805516999448,4.0,intermediate
sales,3.611523001466308,0.0654283550699828,3.0,simple
transportation,2.983060076709229,0.0510303897080773,4.0,intermediate
results,4.0871898028368365,0.0651138159414839,3.0,simple
regulation,3.120646616195061,0.0624541472785197,4.0,intermediate
total_count,2.825190279435656,0.0807564455223288,2.0,simple
properties,2.915853859278692,0.0612238186230775,3.0,simple
customer_base,3.359656320837252,0.0563556299130927,3.0,simple
operations,3.454117889345135,0.080978225122316,3.0,simple
feature_eco_friendly,4.43800511507537,0.049474559434403,3.0,simple
renewable_electricity,6.55046124935703,0.0208396929828259,4.0,intermediate
media,2.371001835747088,0.065863481585547,3.0,simple
feature_normality,3.083651095410818,0.0787401906798598,3.0,simple
carbon_dioxide,8.029416833765213,0.0134425422182345,4.0,intermediate
acquisition,3.632356426285076,0.0641373110867875,4.0,intermediate
infrastructure,3.604998428257093,0.0595600499889531,4.0,intermediate
lead,3.360603245391921,0.033040944055885,3.0,simple
funding,2.236009839835868,0.0705141070377497,4.0,intermediate
demand,4.210637583959605,0.0547913669550082,3.0,simple
planned_purchases,2.548774110038384,0.0851524039053448,3.0,simple
gdp,3.406479897963428,0.0558479823116011,4.0,intermediate
number_trades,3.390661703231469,0.0524571999102762,3.0,simple
quantity,3.250633819493271,0.0599572294246716,3.0,simple
profit,4.259183061103665,0.0446898543000787,3.0,simple
solar_energy,6.468196741144373,0.0138000880372252,4.0,intermediate
feature_modern,3.7201796349236087,0.048258566342458,3.0,simple
steel,6.166858099809004,0.0181117195761395,4.0,intermediate
production_capacity,4.215051351816455,0.0457093658452669,4.0,intermediate
meeting,1.9876756204898207,0.0564812769108041,3.0,simple
crude_oil,4.717862095694389,0.0209914813022088,4.0,intermediate
nature,2.803351051357006,0.0356474868070652,3.0,simple
document,1.5350923830702068,0.1230303357388971,3.0,simple
company_announcement,2.5504891184080534,0.0642663311582629,3.0,simple
public_sector,2.425997869416176,0.0347123021059786,4.0,intermediate
metals_and_mining,8.089412801923665,0.0195579249524818,4.0,intermediate
gold,6.076192860905143,0.0193774655061044,4.0,intermediate
feature_digital,2.7443986220219903,0.0293727263374659,3.0,simple
feature_geography,5.583720017214308,0.027789068205238,3.0,simple
for_a_fee_or_free,1.7581626659280507,0.0787789810281466,3.0,simple
integration,4.146295153822599,0.0347156751797426,4.0,intermediate
market_presence,3.1456513718010197,0.0429434453587348,3.0,simple
chemicals,5.32082912360523,0.0185038394012119,4.0,intermediate
exposition,2.261855766976949,0.0234512953446522,3.0,simple
climate,4.679837098003434,0.0228483584093258,4.0,intermediate
supply_shortage,2.5503513407682727,0.0435143380933025,4.0,intermediate
net_income,5.725322561973386,0.0295278877306128,3.0,simple
feature_legal_status,2.587657418608756,0.0480275107896197,3.0,simple
new_company_leader,2.5965810264793725,0.0405645850866289,3.0,simple
exports,5.885217715698644,0.0229411179378376,3.0,simple
coronavirus,3.307576397851973,0.0226898239424148,4.0,intermediate
feature_importance,3.7384677605950727,0.048311692254242,3.0,simple
import_taxes,3.873090827220433,0.0184768548110994,3.0,simple
feature_risk_profile,2.836525987661276,0.0419838058728587,4.0,intermediate
feature_efficiency,4.865889354316443,0.0367032588952171,3.0,simple
electricity,5.383501466959672,0.019148096490148,4.0,intermediate
fine,2.196002840711153,0.0246689749734792,3.0,simple
market_value,3.1888160912689147,0.0451561817479605,3.0,simple
utilities_sector,3.5947917217836576,0.0178047698636097,4.0,intermediate
feature_season,2.4198659857646243,0.0325273935753064,3.0,simple
analyst_upgrade,4.119726393589485,0.0250585649932285,3.0,simple
real_estate_sector,4.153686405794523,0.015752254478177,4.0,intermediate
integrated_oil_gas,5.529932074695534,0.0173333828050818,4.0,intermediate
hydrogen,8.886848909019376,0.0062418730003997,4.0,intermediate
feature_affordability,3.48360952590054,0.0312093650019985,3.0,simple
transaction_volume,5.789236672049626,0.0219511207880849,3.0,simple
provision,3.631480530731853,0.0287183500272375,3.0,simple
marketing,4.53090208636303,0.023335767568233,3.0,simple
waste_generated,5.124236475245529,0.016175575235567,3.0,simple
advisory_fees,2.256045070503313,0.0419163443975774,3.0,simple
feature_geographic_position,3.249229134786757,0.0373551054001224,3.0,simple
regulatory_compliance,3.6917998734907487,0.0262568494479121,4.0,intermediate
imports,5.379364350656803,0.0190173898817906,3.0,simple
feature_personal_relationship,3.0113463935437568,0.0299773498096743,3.0,simple
global_climate_change,4.628684736442381,0.0190688292566925,4.0,intermediate
greenhouse_gas_emissions,8.734317372940604,0.011083920388713,4.0,intermediate
reform,2.876990086133988,0.0246419903833667,4.0,intermediate
feature_report_type,5.110517722022236,0.0179337899350851,3.0,simple
natural_gas,7.346901478738982,0.0101664443248877,4.0,intermediate
disaster,1.6476867942134756,0.0167793554393344,4.0,intermediate
net_loss,4.790711879531367,0.0232430080397213,3.0,simple
guarantee,3.1138931920670503,0.0287402750067039,3.0,simple
debt,6.1277205592482655,0.0210623158512541,4.0,intermediate
cement,10.576613775040023,0.0036226812226043,4.0,intermediate
internet_direct_marketing_retail,4.141367225682272,0.0105931381560417,3.0,simple
supply_chain,7.534937119354847,0.0158829610865345,4.0,intermediate
achievement,4.218901855364531,0.0296029386218632,3.0,simple
pandemic,3.7713536873678257,0.0211888061174065,4.0,intermediate
dividend,9.555531495996895,0.0122560635217251,3.0,simple
pollution,5.695659262223346,0.0093535335477483,4.0,intermediate
negotiation,2.73443483637832,0.0312279169077008,3.0,simple
