marker,complexity,velocity,llm_score,llm_category
hotels,10.776167456887729,0.0207562094071654,2.0,simple
hotels_restaurants_and_leisure,16.824252496277165,0.0069207040954175,3.0,simple
resorts,18.07653349489581,0.0066702533684357,3.0,simple
reopening,5.750849488434236,0.0073364354368383,2.0,simple
national_parks,10.574321247751143,0.0036935157716496,2.0,simple
sellers,8.040211853476007,0.0052721142932314,2.0,simple
feature_ecosystem,6.942511310522118,0.0061609192300621,4.0,complex
bubble,11.579136734685315,0.0028375983040185,4.0,complex
sustainable_tourism,44.37142786077163,0.0007909857976729,4.0,complex
consumer_spending,13.69337740136552,0.0027186974538352,3.0,simple
lobbying,12.024996365892829,0.0024311429154488,3.0,simple
lockdown,13.783379817633062,0.0023316372394089,2.0,simple
marriott_international,44.00089888319369,0.0014116313702606,4.0,complex
cost_of_living,9.51331801818234,0.0037103811404699,3.0,simple
hyatt_hotels,37.441651092858095,0.0005767956136548,4.0,complex
lunar_new_year,10.99159878187356,0.002017941379351,2.0,simple
asset_backed_security,28.71779112042796,0.0009444606539378,5.0,complex
cruise_lines,46.528389317056856,0.0011046816577308,4.0,complex
deregulation,13.8873954742592,0.0021663566249698,4.0,complex
bookings,30.17482067005765,0.0018265194432404,3.0,simple
airbnb,30.959178479146363,0.0011797325489812,3.0,simple
backpack,17.51952095111543,0.0016814772713857,2.0,simple
clear_secure,96.31062866868332,0.0001484152456187,2.0,simple
also_holding,14.424317566446009,0.0020381798219354,3.0,simple
booking_holdings,99.74047629051285,0.0004890956957892,4.0,complex
lantern,15.675304672940523,0.0007673742813244,2.0,simple
hilton_worldwide,39.851512907666944,0.000534632191604,4.0,complex
intercontinental_hotels,129.41601458769594,0.0002605699482739,4.0,complex
car_seat,10.250343386553936,0.0002445478478946,2.0,simple
labor_relations,7.259992843936708,0.0010726374569722,4.0,complex
first_national,24.343990187203943,0.0010886595573515,3.0,simple
labor_rights,5.488400584617768,0.0008845885946256,4.0,complex
hair_salon,4.18613110061391,0.0008753126417745,2.0,simple
bookingcom,121.05879411884496,0.0003777842615751,3.0,simple
loyalty_program,19.88755814648701,0.0008264030721955,3.0,simple
wynn_resorts,35.19763023758532,0.0004890956957892,4.0,complex
plastic_water_bottle,4.655511227616261,0.0006341378676439,2.0,simple
