marker,complexity,velocity,llm_score,llm_category
wildfire,2.8981537429759667,0.0189280034270429,1.0,simple
evacuation,3.1596837518173366,0.0068776974049256,1.0,simple
eaton_corp,3.451592600504614,0.004666647552582,3.0,intermediate
turbine,8.340305238262994,0.0016165456014274,3.0,intermediate
transmission_lines,10.986810075693016,0.0038461473594735,3.0,intermediate
exeloncorp,57.77610744761986,0.0004646409109997,3.0,intermediate
fastener,1.6396083341133283,0.0014816226508649,2.0,simple
energy_transfer_lp,8.188890896358656,0.0002968304912375,3.0,intermediate
deloitte,5.954890035229373,0.0013104391573387,2.0,simple
traffic_flow,3.5344291612763183,0.0009233789429124,2.0,simple
jones_lang_lasalle,4.574468320120603,0.000213346915577,2.0,simple
elis,1.025913559468428,0.0009385577748506,2.0,simple
jmu,3.6756227414094007,0.0001947950098746,2.0,simple
small_modular_reactor,10.36588712202716,0.0004359697840052,4.0,complex
pjm_interconnection,36.38160126627842,0.0002285257475153,4.0,complex
nrg_energy,11.71393804374383,0.0003862169459852,3.0,intermediate
traffic_congestion,4.52150282976759,0.0009537366067889,2.0,simple
masdar,21.93396565739365,0.00026562955892,3.0,intermediate
dominion_energy,20.75231407801101,0.0004233207573899,3.0,intermediate
fedex_corp,8.896679991726673,0.0006122128881775,2.0,simple
nextera_energy,54.70493899116947,0.0001366094874445,3.0,intermediate
restraining_order,1.7280318517915163,0.0006417272836131,2.0,simple
comed,33.061143017282745,0.0001644373459981,2.0,simple
engie,8.65609622398717,0.0002259959421922,3.0,intermediate
pg_e,28.41575875325939,0.0003963361672774,3.0,intermediate
wec_energy,45.903681979193735,7.42076228093994e-05,3.0,intermediate
xcel_energy,36.06187350189469,0.0002403315056895,3.0,intermediate
michelin,4.892841685127329,0.0002976737596786,2.0,simple
edf,31.06269093192743,0.0002099738418129,3.0,intermediate
amtrak,9.715477278228883,0.000428380368036,2.0,simple
eversource_energy,42.6049740616939,0.0002571968745098,3.0,intermediate
intl_convention,0.8150157559284067,0.0010422797930956,2.0,simple
union_pacific,17.29055966039101,0.0003027333703247,2.0,simple
targa_resources,9.83984640086419,4.975283801993824e-05,3.0,intermediate
capitaland,24.56474060682819,9.191626007073336e-05,2.0,simple
