marker,complexity,velocity,llm_score,llm_category
internet_software_services,20.157056945241376,0.0139004369817061,3.0,simple
cloud_security,19.144738393428646,0.0079309396877545,5.0,complex
cyberattack,15.876442549842558,0.0052189883814474,4.0,simple
oracle_corp,15.476744453504317,0.0026470196363489,6.0,complex
data_security,16.103025619718338,0.0042332075738998,4.0,simple
amazon_web_services,39.7811758687499,0.0018931376500807,4.0,simple
systems_software,26.679009528862096,0.0017632743101642,3.0,simple
cisco,34.60914941033945,0.0010178250083061,4.0,simple
schneider_electric,54.1552878739966,0.0004604245687946,3.0,simple
arm_holdings,16.63257112752049,0.0007353300805658,3.0,simple
data_management_software,29.785991448231588,0.0015600466158794,4.0,simple
phishing_attack,33.5234984418425,0.0010186682767472,3.0,simple
cyber_risk,22.97753751993562,0.0017168945459083,4.0,simple
supercomputer,31.016808705710563,0.0009233789429124,5.0,complex
contact_center,36.07412538939216,0.0010776970676183,4.0,simple
ransomware_attacks,52.89565058198574,0.0008635068836002,4.0,simple
data_breach,29.108562492913517,0.0011814190858632,4.0,simple
natural_language_processing,37.94086714943168,0.0008011050189651,5.0,complex
data_storage_device,29.27844401754544,0.0014462053763422,3.0,simple
educational_software,26.72986518996124,0.0009824077337835,3.0,simple
google_cloud_platform,46.87302298027789,0.0005961907877982,4.0,simple
assessment_software,43.047851008993874,0.0004680139847638,4.0,simple
irisity,21.44222407756379,0.0009149462585022,4.0,simple
cloud_platform,56.05464336343926,0.0008264030721955,4.0,simple
arista_networks,35.393663255035136,0.0001399825612086,4.0,simple
gitlab,56.64665260135,6.9148012163304e-05,3.0,simple
contact_center_software,53.51432180632308,0.0002108171102539,4.0,simple
twilio,75.35877893762121,0.000106251823568,4.0,simple
escrow,28.188564576313183,0.0006332945992029,3.0,simple
content_delivery_network,30.379055439411463,0.0003035766387657,4.0,simple
azure_cloud,50.40750558054656,0.0003879034828673,4.0,simple
cloudflare,43.501226758741325,0.0001585344669109,4.0,simple
education_resources,49.735670530106994,0.0004039255832466,3.0,simple
software_services,54.36726796686689,0.0005531840973064,3.0,simple
fortinet,42.97116227578665,0.0001551613931469,4.0,simple
customer_retention_rate,39.87873076780883,0.0004882524273482,3.0,simple
conversational_artificial_intelligence,49.47074226012588,0.0002437045794535,5.0,complex
nutanix,59.958962616537534,6.240186463517677e-05,4.0,simple
security_software,32.47807289198597,0.0004553649581485,4.0,simple
international_schools,48.010241937451006,0.0003448967923755,3.0,simple
vmware,54.06347786879971,0.0002715324380071,4.0,simple
powerschool,20.631485853792743,0.0001501017825008,3.0,simple
verizon_media,61.04823607112814,0.0003111660547348,4.0,simple
aveva_group,395.2930406996185,3.79470798457156e-05,3.0,simple
nec,56.82244899013581,0.0003069497125297,4.0,simple
juniper_networks,35.11826369361426,0.000108781628891,4.0,simple
zuora,39.29571478438121,4.047688516876332e-05,4.0,simple
datadog,98.15771148562008,7.08345490453358e-05,4.0,simple
docker,64.87753918187086,9.866240759886056e-05,4.0,simple
domain_name_registry,27.73229324636197,4.5536495814858726e-05,3.0,simple
fastly,75.8803682623152,2.6984590112508878e-05,4.0,simple
motorola_solutions,15.946721006944433,7.758069657346301e-05,3.0,simple
venture_capital_funding,107.9327993075364,0.0001661238828801,3.0,simple
sdl,233.2128623451807,6.577493839924038e-05,4.0,simple
new_relic,95.55825940903044,2.6984590112508878e-05,4.0,simple
anti_virus_software,25.763150210674077,0.0001366094874445,4.0,simple
techcrunch,73.74289809047809,0.0001863623254645,3.0,simple
enterprise_infrastructure_software,286.8346495925108,6.240186463517677e-05,4.0,simple
netapp,38.96167672197433,9.866240759886056e-05,4.0,simple
economic_inequality,43.27274655685,0.0003904332881903,7.0,complex
pure_storage_inc,52.021428777569525,6.66182068402563e-05,4.0,simple
bandwidth_inc,6.809968246653275,2.5298053230477068e-05,3.0,simple
ncc_group,507.6136656608394,2.614132167149297e-05,3.0,simple
xeon,22.49336629864324,9.950567603987648e-05,3.0,simple
dynamics_365,166.5567630669097,0.0001239604608293,4.0,simple
timing_system,19.408971598543523,0.0001129979710961,3.0,simple
cash_conversion_cycle,116.48386012846925,0.0001382960243266,3.0,simple
kubernetes,99.04149661824133,0.0001146845079781,4.0,simple
docebo,16.34331212831883,1.2649026615238534e-05,4.0,simple
zoom_video_communications,62.76735336445563,8.517011254260613e-05,4.0,simple
splunk_inc,111.41464572729576,6.99912806043199e-05,4.0,simple
talkdesk,134.75568417413402,1.855190570234985e-05,4.0,simple
mongodb,70.41847912638134,6.9148012163304e-05,4.0,simple
actuate,392.538044755249,4.132015360977922e-05,4.0,simple
synaptics,8.548768554136656,3.288746919962019e-05,4.0,simple
dynatrace,77.6240380686887,5.312591178400185e-05,4.0,simple
dgx,34.51900667240172,8.348357566057433e-05,5.0,complex
customer_data_platform,33.4787029003792,4.890956957892234e-05,4.0,simple
xplore_technologies,262.1356671333559,4.384995893282692e-05,4.0,simple
